Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,CfgDataStore\CfgDataStore.csproj,File,CfgDataStore\CfgDataStore.csproj,,,Microsoft.EntityFrameworkCore 9.0.1,,,,,"Microsoft.EntityFrameworkCore, 9.0.1  Recommendation:  Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,CfgDataStore\CfgDataStore.csproj,File,CfgDataStore\CfgDataStore.csproj,,,Microsoft.EntityFrameworkCore.Sqlite.Core 9.0.1,,,,,"Microsoft.EntityFrameworkCore.Sqlite.Core, 9.0.1  Recommendation:  Remove Microsoft.EntityFrameworkCore.Sqlite.Core, and replace with new package Microsoft.EntityFrameworkCore.Sqlite.Core 10.0.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,CfgDataStore\CfgDataStore.csproj,File,CfgDataStore\CfgDataStore.csproj,,,,,,,,Current target framework: net8.0-windows7.0 Recommended target framework: net10.0--windows7.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\CommandPrompt.csproj,,,Microsoft.Windows.Compatibility 9.0.1,,,,,"Microsoft.Windows.Compatibility, 9.0.1  Recommendation:  Remove Microsoft.Windows.Compatibility, and replace with new package Microsoft.Windows.Compatibility 10.0.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\CommandPrompt.csproj,,,,,,,,Current target framework: net8.0-windows7.0 Recommended target framework: net10.0--windows7.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\InsertSnipitEventArgs.cs,9,40,T:System.Windows.Forms.KeyEventArgs,,,,,set;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\InsertSnipitEventArgs.cs,9,35,T:System.Windows.Forms.KeyEventArgs,,,,,get;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\InsertSnipitEventArgs.cs,9,8,T:System.Windows.Forms.KeyEventArgs,,,,,public KeyEventArgs Args
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,98,12,T:System.Windows.Forms.DialogResult,,,,,DialogResult = DialogResult.Cancel;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,98,12,T:System.Windows.Forms.DialogResult,,,,,DialogResult = DialogResult.Cancel;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,98,12,F:System.Windows.Forms.DialogResult.Cancel,,,,,DialogResult = DialogResult.Cancel;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,98,12,T:System.Windows.Forms.DialogResult,,,,,DialogResult = DialogResult.Cancel;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,98,12,P:System.Windows.Forms.Form.DialogResult,,,,,DialogResult = DialogResult.Cancel;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,93,12,T:System.Windows.Forms.DialogResult,,,,,DialogResult = DialogResult.OK;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,93,12,T:System.Windows.Forms.DialogResult,,,,,DialogResult = DialogResult.OK;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,93,12,F:System.Windows.Forms.DialogResult.OK,,,,,DialogResult = DialogResult.OK;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,93,12,T:System.Windows.Forms.DialogResult,,,,,DialogResult = DialogResult.OK;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,93,12,P:System.Windows.Forms.Form.DialogResult,,,,,DialogResult = DialogResult.OK;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,84,16,T:System.Windows.Forms.CheckBox,,,,,if (checkBoxAppendNewline.Checked)                      sb.Append(Environment.NewLine);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,84,16,P:System.Windows.Forms.CheckBox.Checked,,,,,if (checkBoxAppendNewline.Checked)                      sb.Append(Environment.NewLine);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,67,12,T:System.Windows.Forms.TextBox,,,,,string input = txtInput.Text;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,67,12,P:System.Windows.Forms.TextBox.Text,,,,,string input = txtInput.Text;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,62,12,T:System.Windows.Forms.TextBox,,,,,txtPreview.Text = GetExpandedText();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,62,12,P:System.Windows.Forms.TextBox.Text,,,,,txtPreview.Text = GetExpandedText();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,57,18,T:System.Windows.Forms.TextBox,,,,,txtInput.Text = value;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,57,18,P:System.Windows.Forms.TextBox.Text,,,,,txtInput.Text = value;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,56,18,T:System.Windows.Forms.TextBox,,,,,return txtInput.Text;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,56,18,P:System.Windows.Forms.TextBox.Text,,,,,return txtInput.Text;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,50,16,T:System.Windows.Forms.TextBox,,,,,return int.Parse(txtNumExpand.Text);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,50,16,P:System.Windows.Forms.TextBox.Text,,,,,return int.Parse(txtNumExpand.Text);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,48,16,T:System.Windows.Forms.TextBox,,,,,"if (txtNumExpand.Text == """")                      return 0;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,48,16,P:System.Windows.Forms.TextBox.Text,,,,,"if (txtNumExpand.Text == """")                      return 0;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,41,12,T:System.Windows.Forms.TextBox,,,,,txtPreview.Text = GetExpandedText();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,41,12,P:System.Windows.Forms.TextBox.Text,,,,,txtPreview.Text = GetExpandedText();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,38,16,T:System.Windows.Forms.TextBox,,,,,txtNumExpand.Text = _lastNumExpand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,38,16,P:System.Windows.Forms.TextBox.Text,,,,,txtNumExpand.Text = _lastNumExpand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,34,16,T:System.Windows.Forms.TextBox,,,,,_lastNumExpand = txtNumExpand.Text;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,34,16,P:System.Windows.Forms.TextBox.Text,,,,,_lastNumExpand = txtNumExpand.Text;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,32,12,T:System.Windows.Forms.TextBox,,,,,if (_numRegex.IsMatch(txtNumExpand.Text))              {                  _lastNumExpand = txtNumExpand.Text;              }              else              {                  txtNumExpand.Text = _lastNumExpand;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,32,12,P:System.Windows.Forms.TextBox.Text,,,,,if (_numRegex.IsMatch(txtNumExpand.Text))              {                  _lastNumExpand = txtNumExpand.Text;              }              else              {                  txtNumExpand.Text = _lastNumExpand;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,25,12,T:System.Windows.Forms.TextBox,,,,,txtPreview.Text = GetExpandedText();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,25,12,P:System.Windows.Forms.TextBox.Text,,,,,txtPreview.Text = GetExpandedText();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,20,12,T:System.Windows.Forms.CheckBox,,,,,checkBoxAppendNewline.CheckedChanged += new EventHandler(checkBoxAppendNewline_CheckedChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,20,12,E:System.Windows.Forms.CheckBox.CheckedChanged,,,,,checkBoxAppendNewline.CheckedChanged += new EventHandler(checkBoxAppendNewline_CheckedChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,19,12,T:System.Windows.Forms.TextBox,,,,,txtNumExpand.TextChanged += new EventHandler(txtNumExpand_TextChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,19,12,E:System.Windows.Forms.Control.TextChanged,,,,,txtNumExpand.TextChanged += new EventHandler(txtNumExpand_TextChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,18,12,T:System.Windows.Forms.TextBox,,,,,txtInput.TextChanged += new EventHandler(txtInpu_TextChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,18,12,E:System.Windows.Forms.Control.TextChanged,,,,,txtInput.TextChanged += new EventHandler(txtInpu_TextChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.cs,14,8,M:System.Windows.Forms.Form.#ctor,,,,,public ExpandText()          {              InitializeComponent();                txtInput.TextChanged += new EventHandler(txtInpu_TextChanged);              txtNumExpand.TextChanged += new EventHandler(txtNumExpand_TextChanged);              checkBoxAppendNewline.CheckedChanged += new EventHandler(checkBoxAppendNewline_CheckedChanged);          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,216,52,T:System.Windows.Forms.SplitContainer,,,,,splitContainer1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,215,46,T:System.Windows.Forms.CheckBox,,,,,checkBoxAppendNewline
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,214,44,T:System.Windows.Forms.Button,,,,,btnOK
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,213,44,T:System.Windows.Forms.Button,,,,,btnCancel
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,212,45,T:System.Windows.Forms.TextBox,,,,,txtPreview
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,211,46,T:System.Windows.Forms.GroupBox,,,,,groupBox3
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,210,43,T:System.Windows.Forms.Label,,,,,label1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,209,45,T:System.Windows.Forms.TextBox,,,,,txtNumExpand
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,208,46,T:System.Windows.Forms.GroupBox,,,,,groupBox2
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,207,45,T:System.Windows.Forms.TextBox,,,,,txtInput
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,206,46,T:System.Windows.Forms.GroupBox,,,,,groupBox1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,200,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,199,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,199,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.splitContainer1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,198,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer1.Panel2.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,198,12,T:System.Windows.Forms.SplitterPanel,,,,,this.splitContainer1.Panel2.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,198,12,P:System.Windows.Forms.SplitContainer.Panel2,,,,,this.splitContainer1.Panel2.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,198,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.splitContainer1.Panel2.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,197,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer1.Panel1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,197,12,T:System.Windows.Forms.SplitterPanel,,,,,this.splitContainer1.Panel1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,197,12,P:System.Windows.Forms.SplitContainer.Panel1,,,,,this.splitContainer1.Panel1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,197,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.splitContainer1.Panel1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,196,12,T:System.Windows.Forms.GroupBox,,,,,this.groupBox3.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,196,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.groupBox3.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,195,12,T:System.Windows.Forms.GroupBox,,,,,this.groupBox3.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,195,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.groupBox3.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,194,12,T:System.Windows.Forms.GroupBox,,,,,this.groupBox2.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,194,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.groupBox2.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,193,12,T:System.Windows.Forms.GroupBox,,,,,this.groupBox2.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,193,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.groupBox2.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,192,12,T:System.Windows.Forms.GroupBox,,,,,this.groupBox1.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,192,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.groupBox1.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,191,12,T:System.Windows.Forms.GroupBox,,,,,this.groupBox1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,191,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.groupBox1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,190,12,P:System.Windows.Forms.Form.Text,,,,,"this.Text = ""ExpandText"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,189,12,P:System.Windows.Forms.Control.Name,,,,,"this.Name = ""ExpandText"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,188,12,T:System.Windows.Forms.Button,,,,,this.Controls.Add(this.btnCancel);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,188,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this.btnCancel);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,188,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this.btnCancel);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,188,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this.btnCancel);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,187,12,T:System.Windows.Forms.Button,,,,,this.Controls.Add(this.btnOK);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,187,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this.btnOK);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,187,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this.btnOK);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,187,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this.btnOK);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,186,12,T:System.Windows.Forms.SplitContainer,,,,,this.Controls.Add(this.splitContainer1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,186,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this.splitContainer1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,186,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this.splitContainer1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,186,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this.splitContainer1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,185,12,P:System.Windows.Forms.Form.ClientSize,,,,,"this.ClientSize = new System.Drawing.Size(633, 365);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,184,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,184,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,184,12,F:System.Windows.Forms.AutoScaleMode.Font,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,184,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,184,12,P:System.Windows.Forms.ContainerControl.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,183,12,P:System.Windows.Forms.ContainerControl.AutoScaleDimensions,,,,,"this.AutoScaleDimensions = new System.Drawing.SizeF(6F, 13F);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,179,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer1.TabIndex = 5;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,179,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.splitContainer1.TabIndex = 5;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,178,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer1.SplitterDistance = 82;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,178,12,P:System.Windows.Forms.SplitContainer.SplitterDistance,,,,,this.splitContainer1.SplitterDistance = 82;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,177,12,T:System.Windows.Forms.SplitContainer,,,,,"this.splitContainer1.Size = new System.Drawing.Size(609, 300);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommandPrompt\CommandPrompt.csproj,File,CommandPrompt\ExpandText.Designer.cs,177,12,P:System.Windows.Forms.Control.Size,,,,,"this.splitContainer1.Size = new System.Drawing.Size(609, 300);"
